N,EMPLOYEE_ID,TRUCK_ID,DATE
19,500507,70683,2010-09-19
20,500507,372434,2010-09-20
20,500507,70683,2010-09-20
21,500507,70683,2010-09-21
22,500507,393191,2010-09-22
23,500507,393191,2010-09-23
24,500507,393191,2010-09-24
27,500507,70683,2010-09-27
27,500507,372434,2010-09-27
28,500507,70683,2010-09-28
29,500507,393191,2010-09-29
31,500507,393191,2010-10-01
34,500507,70683,2010-10-04
34,500507,372434,2010-10-04
35,500507,70611,2010-10-05
36,500507,393191,2010-10-06
37,500507,393191,2010-10-07
38,500507,70683,2010-10-08
41,500507,393191,2010-10-11
41,500507,70683,2010-10-11
42,500507,372434,2010-10-12
43,500507,393191,2010-10-13
44,500507,393191,2010-10-14
45,500507,393191,2010-10-15
48,500507,372434,2010-10-18
48,500507,70683,2010-10-18
49,500507,393191,2010-10-19
50,500507,393191,2010-10-20
51,500507,70611,2010-10-21
52,500507,372434,2010-10-22
55,500507,70683,2010-10-25
55,500507,70683,2010-10-25
56,500507,70683,2010-10-26
56,500507,393191,2010-10-26
57,500507,70683,2010-10-27
58,500507,393191,2010-10-28
59,500507,393191,2010-10-29
62,500507,74643,2010-11-01
62,500507,372434,2010-11-01
63,500507,393191,2010-11-02
64,500507,70683,2010-11-03
65,500507,393191,2010-11-04
66,500507,70683,2010-11-05
69,500507,372434,2010-11-08
69,500507,70683,2010-11-08
70,500507,70683,2010-11-09
70,500507,393191,2010-11-09
1,604189,975,2010-09-01
2,604189,975,2010-09-02
3,604189,975,2010-09-03
7,604189,417201,2010-09-07
8,604189,417201,2010-09-08
9,604189,417201,2010-09-09
10,604189,417201,2010-09-10
13,604189,417201,2010-09-13
14,604189,417201,2010-09-14
15,604189,417201,2010-09-15
16,604189,417201,2010-09-16
20,604189,417201,2010-09-20
21,604189,417201,2010-09-21
22,604189,417201,2010-09-22
23,604189,417201,2010-09-23
24,604189,417201,2010-09-24
27,604189,417201,2010-09-27
28,604189,417201,2010-09-28
29,604189,417201,2010-09-29
30,604189,417201,2010-09-30
31,604189,417201,2010-10-01
34,604189,417201,2010-10-04
35,604189,417201,2010-10-05
36,604189,417201,2010-10-06
37,604189,417201,2010-10-07
38,604189,417201,2010-10-08
41,604189,4015,2010-10-11
42,604189,417201,2010-10-12
44,604189,417201,2010-10-14
45,604189,975,2010-10-15
48,604189,417201,2010-10-18
49,604189,4015,2010-10-19
50,604189,417201,2010-10-20
51,604189,4015,2010-10-21
52,604189,417201,2010-10-22
55,604189,417201,2010-10-25
56,604189,975,2010-10-26
57,604189,4015,2010-10-27
58,604189,417201,2010-10-28
62,604189,4015,2010-11-01
63,604189,975,2010-11-02
64,604189,4015,2010-11-03
65,604189,417201,2010-11-04
66,604189,417201,2010-11-05
70,604189,975,2010-11-09
4,602958,76632,2010-09-04
5,602958,76632,2010-09-05
6,602958,76632,2010-09-06
11,602958,76632,2010-09-11
12,602958,70697,2010-09-12
13,602958,70697,2010-09-13
18,602958,70697,2010-09-18
19,602958,70697,2010-09-19
20,602958,70697,2010-09-20
25,602958,70697,2010-09-25
26,602958,70697,2010-09-26
39,602958,70697,2010-10-09
40,602958,76632,2010-10-10
40,602958,393203,2010-10-10
41,602958,393203,2010-10-11
46,602958,70697,2010-10-16
47,602958,70697,2010-10-17
47,602958,70697,2010-10-17
48,602958,70697,2010-10-18
53,602958,393203,2010-10-23
54,602958,393203,2010-10-24
55,602958,70697,2010-10-25
60,602958,70697,2010-10-30
61,602958,70697,2010-10-31
62,602958,70697,2010-11-01
67,602958,393203,2010-11-06
68,602958,70697,2010-11-07
69,602958,70697,2010-11-08
1,500122,393189,2010-09-01
13,500122,76623,2010-09-13
14,500122,76623,2010-09-14
15,500122,76623,2010-09-15
16,500122,76623,2010-09-16
17,500122,76623,2010-09-17
20,500122,393189,2010-09-20
21,500122,393189,2010-09-21
22,500122,76623,2010-09-22
23,500122,76623,2010-09-23
24,500122,76623,2010-09-24
27,500122,76623,2010-09-27
28,500122,76623,2010-09-28
29,500122,76623,2010-09-29
30,500122,393189,2010-09-30
31,500122,908,2010-10-01
34,500122,908,2010-10-04
35,500122,76627,2010-10-05
36,500122,393189,2010-10-06
37,500122,76623,2010-10-07
38,500122,908,2010-10-08
41,500122,76627,2010-10-11
43,500122,76623,2010-10-13
44,500122,908,2010-10-14
45,500122,93603,2010-10-15
48,500122,393189,2010-10-18
50,500122,76623,2010-10-20
51,500122,76623,2010-10-21
52,500122,76623,2010-10-22
55,500122,393189,2010-10-25
56,500122,393189,2010-10-26
57,500122,908,2010-10-27
58,500122,76623,2010-10-28
59,500122,76623,2010-10-29
62,500122,76623,2010-11-01
63,500122,393189,2010-11-02
64,500122,76623,2010-11-03
65,500122,76623,2010-11-04
66,500122,76627,2010-11-05
69,500122,76627,2010-11-08
70,500122,393189,2010-11-09
1,604591,393180,2010-09-01
2,604591,393180,2010-09-02
4,604591,393180,2010-09-04
5,604591,393180,2010-09-05
6,604591,393180,2010-09-06
8,604591,70652,2010-09-08
9,604591,70652,2010-09-09
11,604591,70652,2010-09-11
12,604591,393180,2010-09-12
13,604591,393180,2010-09-13
14,604591,393180,2010-09-14
15,604591,70652,2010-09-15
16,604591,70652,2010-09-16
18,604591,393180,2010-09-18
19,604591,393180,2010-09-19
20,604591,393180,2010-09-20
21,604591,393180,2010-09-21
22,604591,70652,2010-09-22
25,604591,70652,2010-09-25
26,604591,393180,2010-09-26
27,604591,393180,2010-09-27
28,604591,393180,2010-09-28
29,604591,70652,2010-09-29
32,604591,70652,2010-10-02
33,604591,393180,2010-10-03
34,604591,393180,2010-10-04
35,604591,393180,2010-10-05
36,604591,393180,2010-10-06
39,604591,393180,2010-10-09
40,604591,393180,2010-10-10
41,604591,70652,2010-10-11
42,604591,393180,2010-10-12
43,604591,393180,2010-10-13
46,604591,393180,2010-10-16
47,604591,393180,2010-10-17
48,604591,70652,2010-10-18
49,604591,393180,2010-10-19
50,604591,393180,2010-10-20
53,604591,393180,2010-10-23
54,604591,393180,2010-10-24
55,604591,393180,2010-10-25
56,604591,70652,2010-10-26
57,604591,393180,2010-10-27
60,604591,393180,2010-10-30
61,604591,393180,2010-10-31
62,604591,70652,2010-11-01
63,604591,70652,2010-11-02
64,604591,393180,2010-11-03
67,604591,393180,2010-11-06
68,604591,999,2010-11-07
69,604591,393180,2010-11-08
70,604591,999,2010-11-09
3,500124,922,2010-09-03
4,500124,70611,2010-09-04
5,500124,922,2010-09-05
6,500124,56306,2010-09-06
10,500124,56306,2010-09-10
11,500124,922,2010-09-11
12,500124,56306,2010-09-12
17,500124,922,2010-09-17
18,500124,922,2010-09-18
19,500124,56306,2010-09-19
20,500124,922,2010-09-20
22,500124,922,2010-09-22
24,500124,56306,2010-09-24
25,500124,922,2010-09-25
26,500124,922,2010-09-26
27,500124,922,2010-09-27
28,500124,56306,2010-09-28
29,500124,56306,2010-09-29
31,500124,922,2010-10-01
32,500124,922,2010-10-02
33,500124,56306,2010-10-03
34,500124,922,2010-10-04
36,500124,922,2010-10-06
38,500124,922,2010-10-08
39,500124,922,2010-10-09
40,500124,922,2010-10-10
41,500124,922,2010-10-11
42,500124,56306,2010-10-12
43,500124,922,2010-10-13
45,500124,922,2010-10-15
46,500124,56306,2010-10-16
47,500124,922,2010-10-17
48,500124,922,2010-10-18
49,500124,922,2010-10-19
50,500124,922,2010-10-20
52,500124,922,2010-10-22
53,500124,922,2010-10-23
54,500124,922,2010-10-24
55,500124,56306,2010-10-25
56,500124,56306,2010-10-26
57,500124,56306,2010-10-27
60,500124,922,2010-10-30
61,500124,922,2010-10-31
62,500124,56306,2010-11-01
63,500124,922,2010-11-02
64,500124,922,2010-11-03
66,500124,922,2010-11-05
67,500124,56306,2010-11-06
68,500124,922,2010-11-07
69,500124,922,2010-11-08
70,500124,922,2010-11-09
1,603910,393178,2010-09-01
2,603910,393178,2010-09-02
5,603910,393178,2010-09-05
7,603910,393178,2010-09-07
8,603910,393178,2010-09-08
9,603910,393178,2010-09-09
10,603910,393178,2010-09-10
14,603910,393178,2010-09-14
15,603910,393178,2010-09-15
16,603910,74675,2010-09-16
19,603910,393178,2010-09-19
20,603910,393178,2010-09-20
21,603910,393178,2010-09-21
22,603910,393178,2010-09-22
23,603910,393178,2010-09-23
26,603910,393178,2010-09-26
27,603910,70658,2010-09-27
28,603910,393178,2010-09-28
29,603910,393178,2010-09-29
30,603910,74675,2010-09-30
33,603910,393178,2010-10-03
33,603910,393178,2010-10-03
34,603910,393178,2010-10-04
35,603910,393178,2010-10-05
36,603910,393178,2010-10-06
37,603910,74675,2010-10-07
40,603910,393178,2010-10-10
41,603910,393178,2010-10-11
42,603910,393178,2010-10-12
43,603910,393178,2010-10-13
47,603910,393178,2010-10-17
48,603910,393178,2010-10-18
49,603910,393178,2010-10-19
50,603910,393178,2010-10-20
51,603910,393178,2010-10-21
54,603910,393175,2010-10-24
55,603910,393178,2010-10-25
56,603910,393178,2010-10-26
57,603910,393178,2010-10-27
58,603910,393178,2010-10-28
61,603910,74675,2010-10-31
62,603910,393178,2010-11-01
63,603910,393178,2010-11-02
64,603910,393178,2010-11-03
65,603910,74675,2010-11-04
69,603910,393178,2010-11-08
70,603910,393178,2010-11-09
2,602746,393195,2010-09-02
4,602746,70691,2010-09-04
5,602746,70691,2010-09-05
7,602746,393195,2010-09-07
8,602746,70691,2010-09-08
9,602746,70691,2010-09-09
10,602746,70691,2010-09-10
11,602746,70691,2010-09-11
12,602746,70691,2010-09-12
13,602746,70691,2010-09-13
13,602746,70691,2010-09-13
14,602746,70691,2010-09-14
15,602746,393195,2010-09-15
15,602746,70691,2010-09-15
18,602746,393195,2010-09-18
19,602746,70691,2010-09-19
20,602746,70691,2010-09-20
20,602746,70691,2010-09-20
21,602746,975,2010-09-21
22,602746,70691,2010-09-22
24,602746,393195,2010-09-24
25,602746,70691,2010-09-25
26,602746,70691,2010-09-26
27,602746,70691,2010-09-27
27,602746,70691,2010-09-27
28,602746,70691,2010-09-28
29,602746,70691,2010-09-29
29,602746,70691,2010-09-29
30,602746,70691,2010-09-30
31,602746,70691,2010-10-01
32,602746,70691,2010-10-02
33,602746,70691,2010-10-03
34,602746,70691,2010-10-04
35,602746,70691,2010-10-05
36,602746,70691,2010-10-06
39,602746,70691,2010-10-09
40,602746,70691,2010-10-10
41,602746,70691,2010-10-11
42,602746,393195,2010-10-12
43,602746,70691,2010-10-13
43,602746,70691,2010-10-13
44,602746,70691,2010-10-14
45,602746,70691,2010-10-15
46,602746,393195,2010-10-16
47,602746,393195,2010-10-17
48,602746,393195,2010-10-18
49,602746,393195,2010-10-19
50,602746,70691,2010-10-20
51,602746,975,2010-10-21
52,602746,975,2010-10-22
53,602746,393195,2010-10-23
54,602746,70691,2010-10-24
55,602746,70691,2010-10-25
56,602746,70691,2010-10-26
57,602746,393195,2010-10-27
58,602746,975,2010-10-28
60,602746,70691,2010-10-30
61,602746,70691,2010-10-31
62,602746,70691,2010-11-01
63,602746,70691,2010-11-02
64,602746,70691,2010-11-03
65,602746,70691,2010-11-04
67,602746,70691,2010-11-06
68,602746,393195,2010-11-07
69,602746,70691,2010-11-08
70,602746,70691,2010-11-09
50,9999,70686,2010-10-20
51,9999,70686,2010-10-21
55,9999,70686,2010-10-25
56,9999,70686,2010-10-26
57,9999,70686,2010-10-27
58,9999,70686,2010-10-28
59,9999,70686,2010-10-29
62,9999,70686,2010-11-01
63,9999,70686,2010-11-02
70,9999,70686,2010-11-09
3,603124,393192,2010-09-03
4,603124,93612,2010-09-04
5,603124,93612,2010-09-05
7,603124,93612,2010-09-07
8,603124,70693,2010-09-08
10,603124,70693,2010-09-10
11,603124,93612,2010-09-11
12,603124,393192,2010-09-12
13,603124,93612,2010-09-13
14,603124,93612,2010-09-14
17,603124,93612,2010-09-17
18,603124,93612,2010-09-18
19,603124,93612,2010-09-19
20,603124,93612,2010-09-20
21,603124,93612,2010-09-21
24,603124,93612,2010-09-24
25,603124,93612,2010-09-25
26,603124,93612,2010-09-26
27,603124,93612,2010-09-27
28,603124,93612,2010-09-28
31,603124,93612,2010-10-01
32,603124,93612,2010-10-02
33,603124,93612,2010-10-03
34,603124,93612,2010-10-04
35,603124,93612,2010-10-05
38,603124,93612,2010-10-08
39,603124,93612,2010-10-09
40,603124,93612,2010-10-10
41,603124,93612,2010-10-11
42,603124,93612,2010-10-12
45,603124,93612,2010-10-15
46,603124,93612,2010-10-16
47,603124,393192,2010-10-17
48,603124,93612,2010-10-18
49,603124,393192,2010-10-19
53,603124,93612,2010-10-23
54,603124,93612,2010-10-24
55,603124,93612,2010-10-25
56,603124,70693,2010-10-26
59,603124,93612,2010-10-29
60,603124,93612,2010-10-30
61,603124,70693,2010-10-31
62,603124,93612,2010-11-01
63,603124,93612,2010-11-02
66,603124,93612,2010-11-05
67,603124,93612,2010-11-06
68,603124,93612,2010-11-07
69,603124,93612,2010-11-08
70,603124,93612,2010-11-09
1,601092,393180,2010-09-01
2,601092,1171,2010-09-02
3,601092,393180,2010-09-03
6,601092,76626,2010-09-06
6,601092,93609,2010-09-06
7,601092,393180,2010-09-07
8,601092,393180,2010-09-08
8,601092,1171,2010-09-08
9,601092,1171,2010-09-09
10,601092,393180,2010-09-10
13,601092,93609,2010-09-13
13,601092,393180,2010-09-13
14,601092,393179,2010-09-14
15,601092,393180,2010-09-15
15,601092,393180,2010-09-15
16,601092,393180,2010-09-16
17,601092,93609,2010-09-17
20,601092,4020,2010-09-20
20,601092,393180,2010-09-20
21,601092,76626,2010-09-21
21,601092,393180,2010-09-21
22,601092,393180,2010-09-22
23,601092,93609,2010-09-23
24,601092,93609,2010-09-24
27,601092,74117,2010-09-27
27,601092,393180,2010-09-27
28,601092,4017,2010-09-28
28,601092,393180,2010-09-28
29,601092,393180,2010-09-29
29,601092,393180,2010-09-29
30,601092,393180,2010-09-30
31,601092,76626,2010-10-01
31,601092,393180,2010-10-01
34,601092,76626,2010-10-04
34,601092,393180,2010-10-04
35,601092,4025,2010-10-05
35,601092,393180,2010-10-05
36,601092,393180,2010-10-06
36,601092,93609,2010-10-06
37,601092,393180,2010-10-07
38,601092,93609,2010-10-08
41,601092,393180,2010-10-11
41,601092,393180,2010-10-11
42,601092,76626,2010-10-12
42,601092,393180,2010-10-12
43,601092,93609,2010-10-13
44,601092,393180,2010-10-14
45,601092,93609,2010-10-15
45,601092,93609,2010-10-15
48,601092,393180,2010-10-18
48,601092,93609,2010-10-18
48,601092,393180,2010-10-18
49,601092,1171,2010-10-19
49,601092,393180,2010-10-19
51,601092,1171,2010-10-21
52,601092,4020,2010-10-22
52,601092,1078,2010-10-22
53,601092,93609,2010-10-23
55,601092,393180,2010-10-25
55,601092,393180,2010-10-25
55,601092,93609,2010-10-25
56,601092,93609,2010-10-26
57,601092,76626,2010-10-27
58,601092,93609,2010-10-28
58,601092,76626,2010-10-28
59,601092,393180,2010-10-29
62,601092,393180,2010-11-01
62,601092,93609,2010-11-01
63,601092,393180,2010-11-02
64,601092,76626,2010-11-03
65,601092,93609,2010-11-04
65,601092,393180,2010-11-04
66,601092,76626,2010-11-05
69,601092,4020,2010-11-08
69,601092,76626,2010-11-08
69,601092,393180,2010-11-08
70,601092,76626,2010-11-09
70,601092,393180,2010-11-09
1,601093,70613,2010-09-01
2,601093,70613,2010-09-02
5,601093,70613,2010-09-05
7,601093,70613,2010-09-07
7,601093,70613,2010-09-07
8,601093,70613,2010-09-08
8,601093,70613,2010-09-08
9,601093,70613,2010-09-09
10,601093,70613,2010-09-10
12,601093,70613,2010-09-12
13,601093,70613,2010-09-13
13,601093,70613,2010-09-13
14,601093,70613,2010-09-14
15,601093,70613,2010-09-15
16,601093,70613,2010-09-16
19,601093,70613,2010-09-19
20,601093,70613,2010-09-20
21,601093,70613,2010-09-21
22,601093,70613,2010-09-22
23,601093,70613,2010-09-23
24,601093,70613,2010-09-24
26,601093,70613,2010-09-26
27,601093,70613,2010-09-27
27,601093,70613,2010-09-27
28,601093,70613,2010-09-28
29,601093,393192,2010-09-29
30,601093,70613,2010-09-30
33,601093,70613,2010-10-03
34,601093,70613,2010-10-04
34,601093,70613,2010-10-04
35,601093,70613,2010-10-05
36,601093,393192,2010-10-06
37,601093,70613,2010-10-07
43,601093,393192,2010-10-13
44,601093,393192,2010-10-14
47,601093,70613,2010-10-17
48,601093,70613,2010-10-18
48,601093,70613,2010-10-18
49,601093,70613,2010-10-19
49,601093,393192,2010-10-19
50,601093,70613,2010-10-20
51,601093,70613,2010-10-21
52,601093,70613,2010-10-22
54,601093,70613,2010-10-24
55,601093,70613,2010-10-25
55,601093,70613,2010-10-25
56,601093,70613,2010-10-26
57,601093,70613,2010-10-27
58,601093,393192,2010-10-28
59,601093,70613,2010-10-29
61,601093,70613,2010-10-31
62,601093,393192,2010-11-01
63,601093,70613,2010-11-02
64,601093,70613,2010-11-03
65,601093,393192,2010-11-04
68,601093,393192,2010-11-07
69,601093,70613,2010-11-08
70,601093,70613,2010-11-09
70,604995,4004,2010-11-09
3,601090,93610,2010-09-03
4,601090,76630,2010-09-04
5,601090,93610,2010-09-05
6,601090,93610,2010-09-06
7,601090,93610,2010-09-07
10,601090,93610,2010-09-10
11,601090,93610,2010-09-11
11,601090,93610,2010-09-11
12,601090,93610,2010-09-12
13,601090,93610,2010-09-13
14,601090,93610,2010-09-14
17,601090,93610,2010-09-17
18,601090,93610,2010-09-18
18,601090,372432,2010-09-18
19,601090,93610,2010-09-19
20,601090,93610,2010-09-20
21,601090,93610,2010-09-21
24,601090,93610,2010-09-24
25,601090,93610,2010-09-25
25,601090,1187,2010-09-25
26,601090,93610,2010-09-26
27,601090,93610,2010-09-27
28,601090,93610,2010-09-28
31,601090,93610,2010-10-01
32,601090,93610,2010-10-02
32,601090,372432,2010-10-02
33,601090,93610,2010-10-03
34,601090,93610,2010-10-04
35,601090,93610,2010-10-05
38,601090,93610,2010-10-08
39,601090,93610,2010-10-09
39,601090,372432,2010-10-09
40,601090,93610,2010-10-10
41,601090,93610,2010-10-11
42,601090,93610,2010-10-12
45,601090,93610,2010-10-15
46,601090,372432,2010-10-16
46,601090,372432,2010-10-16
47,601090,93610,2010-10-17
48,601090,93610,2010-10-18
49,601090,93610,2010-10-19
52,601090,93610,2010-10-22
53,601090,93610,2010-10-23
53,601090,93610,2010-10-23
54,601090,93610,2010-10-24
55,601090,93610,2010-10-25
56,601090,93610,2010-10-26
59,601090,372432,2010-10-29
60,601090,93610,2010-10-30
60,601090,372432,2010-10-30
61,601090,93610,2010-10-31
61,601090,372432,2010-10-31
62,601090,93610,2010-11-01
63,601090,93610,2010-11-02
66,601090,93610,2010-11-05
67,601090,93610,2010-11-06
67,601090,372432,2010-11-06
68,601090,93610,2010-11-07
69,601090,93610,2010-11-08
70,601090,93610,2010-11-09
69,604994,74640,2010-11-08
1,603333,70690,2010-09-01
2,603333,70690,2010-09-02
3,603333,70690,2010-09-03
7,603333,76629,2010-09-07
8,603333,76629,2010-09-08
9,603333,76629,2010-09-09
10,603333,76629,2010-09-10
13,603333,76629,2010-09-13
14,603333,76629,2010-09-14
15,603333,76629,2010-09-15
16,603333,76629,2010-09-16
20,603333,76629,2010-09-20
21,603333,76629,2010-09-21
22,603333,76629,2010-09-22
23,603333,76629,2010-09-23
24,603333,76629,2010-09-24
27,603333,70690,2010-09-27
28,603333,76629,2010-09-28
29,603333,76629,2010-09-29
30,603333,70690,2010-09-30
34,603333,70690,2010-10-04
35,603333,70690,2010-10-05
36,603333,76629,2010-10-06
37,603333,76629,2010-10-07
41,603333,70690,2010-10-11
42,603333,76629,2010-10-12
43,603333,76629,2010-10-13
44,603333,76629,2010-10-14
45,603333,76629,2010-10-15
48,603333,70690,2010-10-18
49,603333,76629,2010-10-19
50,603333,76629,2010-10-20
51,603333,76629,2010-10-21
55,603333,76629,2010-10-25
56,603333,76629,2010-10-26
57,603333,76629,2010-10-27
58,603333,76629,2010-10-28
62,603333,76629,2010-11-01
63,603333,76629,2010-11-02
64,603333,76629,2010-11-03
65,603333,76629,2010-11-04
66,603333,417201,2010-11-05
69,603333,76629,2010-11-08
70,603333,76629,2010-11-09
69,604997,393201,2010-11-08
70,604997,393201,2010-11-09
69,604996,1341,2010-11-08
70,604996,1341,2010-11-09
69,604999,70652,2010-11-08
70,604999,70652,2010-11-09
1,501001,393177,2010-09-01
2,501001,393177,2010-09-02
5,501001,70695,2010-09-05
7,501001,393177,2010-09-07
8,501001,70690,2010-09-08
9,501001,393177,2010-09-09
12,501001,70690,2010-09-12
13,501001,393177,2010-09-13
14,501001,70690,2010-09-14
15,501001,70690,2010-09-15
16,501001,393177,2010-09-16
19,501001,70690,2010-09-19
20,501001,70652,2010-09-20
21,501001,393177,2010-09-21
22,501001,393177,2010-09-22
23,501001,393177,2010-09-23
27,501001,393177,2010-09-27
28,501001,393177,2010-09-28
29,501001,70690,2010-09-29
30,501001,393177,2010-09-30
33,501001,393177,2010-10-03
34,501001,393177,2010-10-04
35,501001,70695,2010-10-05
36,501001,70690,2010-10-06
37,501001,393177,2010-10-07
40,501001,70690,2010-10-10
41,501001,393177,2010-10-11
42,501001,70695,2010-10-12
43,501001,393177,2010-10-13
44,501001,393177,2010-10-14
47,501001,393177,2010-10-17
48,501001,393177,2010-10-18
49,501001,70695,2010-10-19
50,501001,393177,2010-10-20
51,501001,70690,2010-10-21
