N,EMPLOYEE_ID,TRUCK_ID,DATE
39,603909,70692,2010-10-14
42,603909,70692,2010-10-17
43,603909,70692,2010-10-18
44,603909,70692,2010-10-19
45,603909,70692,2010-10-20
46,603909,4016,2010-10-21
49,603909,70692,2010-10-24
50,603909,4028,2010-10-25
51,603909,4016,2010-10-26
52,603909,70692,2010-10-27
53,603909,70692,2010-10-28
56,603909,4016,2010-10-31
57,603909,70692,2010-11-01
58,603909,4016,2010-11-02
59,603909,70692,2010-11-03
60,603909,70692,2010-11-04
63,603909,70692,2010-11-07
64,603909,4000,2010-11-08
65,603909,4016,2010-11-09
66,603909,4016,2010-11-10
67,603909,70692,2010-11-11
70,603909,70692,2010-11-14
1,500507,393194,2010-09-06
2,500507,70612,2010-09-07
4,500507,93614,2010-09-09
5,500507,70608,2010-09-10
8,500507,74638,2010-09-13
8,500507,70608,2010-09-13
9,500507,70608,2010-09-14
10,500507,93614,2010-09-15
11,500507,93614,2010-09-16
12,500507,70608,2010-09-17
14,500507,70608,2010-09-19
15,500507,93614,2010-09-20
15,500507,70608,2010-09-20
16,500507,70608,2010-09-21
17,500507,74638,2010-09-22
18,500507,93614,2010-09-23
19,500507,93614,2010-09-24
22,500507,70608,2010-09-27
22,500507,56306,2010-09-27
23,500507,70608,2010-09-28
24,500507,93614,2010-09-29
26,500507,93614,2010-10-01
29,500507,70608,2010-10-04
29,500507,93614,2010-10-04
30,500507,93614,2010-10-05
31,500507,70608,2010-10-06
32,500507,93614,2010-10-07
33,500507,70608,2010-10-08
36,500507,93614,2010-10-11
36,500507,70608,2010-10-11
37,500507,93614,2010-10-12
38,500507,70608,2010-10-13
39,500507,93614,2010-10-14
40,500507,70608,2010-10-15
43,500507,70608,2010-10-18
43,500507,93614,2010-10-18
44,500507,70608,2010-10-19
45,500507,93614,2010-10-20
46,500507,93614,2010-10-21
47,500507,93614,2010-10-22
50,500507,4005,2010-10-25
50,500507,93614,2010-10-25
51,500507,70608,2010-10-26
51,500507,70608,2010-10-26
52,500507,70608,2010-10-27
53,500507,93614,2010-10-28
54,500507,70608,2010-10-29
57,500507,4011,2010-11-01
57,500507,93614,2010-11-01
58,500507,70608,2010-11-02
59,500507,70608,2010-11-03
60,500507,93614,2010-11-04
61,500507,70608,2010-11-05
64,500507,70608,2010-11-08
64,500507,70608,2010-11-08
65,500507,70608,2010-11-09
65,500507,70608,2010-11-09
66,500507,70608,2010-11-10
67,500507,70608,2010-11-11
68,500507,93614,2010-11-12
2,604189,70667,2010-09-07
3,604189,70667,2010-09-08
4,604189,70667,2010-09-09
5,604189,70667,2010-09-10
8,604189,70667,2010-09-13
9,604189,70667,2010-09-14
10,604189,70667,2010-09-15
11,604189,70667,2010-09-16
15,604189,70667,2010-09-20
16,604189,70667,2010-09-21
17,604189,70667,2010-09-22
18,604189,70667,2010-09-23
19,604189,70667,2010-09-24
22,604189,70667,2010-09-27
23,604189,70667,2010-09-28
24,604189,70667,2010-09-29
25,604189,70667,2010-09-30
26,604189,70667,2010-10-01
29,604189,70667,2010-10-04
30,604189,70667,2010-10-05
31,604189,70667,2010-10-06
32,604189,70667,2010-10-07
33,604189,70667,2010-10-08
36,604189,70667,2010-10-11
37,604189,70667,2010-10-12
39,604189,70667,2010-10-14
40,604189,70667,2010-10-15
43,604189,70667,2010-10-18
44,604189,70667,2010-10-19
45,604189,70667,2010-10-20
46,604189,70667,2010-10-21
47,604189,70667,2010-10-22
50,604189,70667,2010-10-25
51,604189,70667,2010-10-26
52,604189,70667,2010-10-27
53,604189,70667,2010-10-28
57,604189,70667,2010-11-01
58,604189,70667,2010-11-02
59,604189,70667,2010-11-03
60,604189,70667,2010-11-04
61,604189,70667,2010-11-05
65,604189,70667,2010-11-09
66,604189,70667,2010-11-10
67,604189,70667,2010-11-11
68,604189,70667,2010-11-12
1,602958,908,2010-09-06
6,602958,393177,2010-09-11
7,602958,393187,2010-09-12
8,602958,908,2010-09-13
13,602958,393187,2010-09-18
14,602958,908,2010-09-19
15,602958,908,2010-09-20
20,602958,393187,2010-09-25
21,602958,908,2010-09-26
34,602958,908,2010-10-09
35,602958,908,2010-10-10
35,602958,908,2010-10-10
36,602958,393177,2010-10-11
41,602958,393177,2010-10-16
42,602958,908,2010-10-17
42,602958,393177,2010-10-17
43,602958,393187,2010-10-18
48,602958,393187,2010-10-23
49,602958,393187,2010-10-24
50,602958,393187,2010-10-25
55,602958,393187,2010-10-30
56,602958,908,2010-10-31
57,602958,908,2010-11-01
62,602958,4013,2010-11-06
63,602958,908,2010-11-07
64,602958,908,2010-11-08
69,602958,393187,2010-11-13
70,602958,393187,2010-11-14
8,500122,93604,2010-09-13
9,500122,93604,2010-09-14
10,500122,93604,2010-09-15
11,500122,93604,2010-09-16
12,500122,93604,2010-09-17
15,500122,93604,2010-09-20
16,500122,93604,2010-09-21
17,500122,93604,2010-09-22
18,500122,93604,2010-09-23
19,500122,93604,2010-09-24
22,500122,93604,2010-09-27
23,500122,93604,2010-09-28
24,500122,93604,2010-09-29
25,500122,93604,2010-09-30
26,500122,93604,2010-10-01
29,500122,393182,2010-10-04
30,500122,393182,2010-10-05
31,500122,393182,2010-10-06
32,500122,93604,2010-10-07
33,500122,93604,2010-10-08
36,500122,393182,2010-10-11
38,500122,93604,2010-10-13
39,500122,93604,2010-10-14
40,500122,93604,2010-10-15
43,500122,393182,2010-10-18
45,500122,93604,2010-10-20
46,500122,93604,2010-10-21
47,500122,93604,2010-10-22
50,500122,393182,2010-10-25
51,500122,393182,2010-10-26
52,500122,393182,2010-10-27
53,500122,93604,2010-10-28
54,500122,393182,2010-10-29
57,500122,393182,2010-11-01
58,500122,393182,2010-11-02
59,500122,93604,2010-11-03
60,500122,93604,2010-11-04
61,500122,93604,2010-11-05
64,500122,93604,2010-11-08
65,500122,393182,2010-11-09
66,500122,393182,2010-11-10
67,500122,393182,2010-11-11
68,500122,93604,2010-11-12
1,604591,74639,2010-09-06
3,604591,70665,2010-09-08
4,604591,74639,2010-09-09
6,604591,70665,2010-09-11
7,604591,74639,2010-09-12
8,604591,70665,2010-09-13
9,604591,74639,2010-09-14
10,604591,70665,2010-09-15
11,604591,70665,2010-09-16
13,604591,74639,2010-09-18
14,604591,70665,2010-09-19
15,604591,70665,2010-09-20
16,604591,70665,2010-09-21
17,604591,70665,2010-09-22
20,604591,74639,2010-09-25
21,604591,70665,2010-09-26
22,604591,70665,2010-09-27
23,604591,70665,2010-09-28
24,604591,70665,2010-09-29
27,604591,74639,2010-10-02
28,604591,74639,2010-10-03
29,604591,70665,2010-10-04
30,604591,74639,2010-10-05
31,604591,70665,2010-10-06
34,604591,74639,2010-10-09
35,604591,70665,2010-10-10
36,604591,70665,2010-10-11
37,604591,70665,2010-10-12
38,604591,70665,2010-10-13
41,604591,74639,2010-10-16
42,604591,70665,2010-10-17
43,604591,70665,2010-10-18
44,604591,70665,2010-10-19
45,604591,70665,2010-10-20
48,604591,74639,2010-10-23
49,604591,70665,2010-10-24
50,604591,70665,2010-10-25
51,604591,70665,2010-10-26
52,604591,70665,2010-10-27
55,604591,70665,2010-10-30
56,604591,70665,2010-10-31
57,604591,70665,2010-11-01
58,604591,70665,2010-11-02
59,604591,70665,2010-11-03
62,604591,70665,2010-11-06
63,604591,70665,2010-11-07
64,604591,70665,2010-11-08
65,604591,70665,2010-11-09
66,604591,70665,2010-11-10
67,604591,74639,2010-11-11
69,604591,74639,2010-11-13
70,604591,74639,2010-11-14
1,500124,393188,2010-09-06
5,500124,76630,2010-09-10
6,500124,393188,2010-09-11
7,500124,70611,2010-09-12
12,500124,393188,2010-09-17
13,500124,393188,2010-09-18
14,500124,4022,2010-09-19
15,500124,76630,2010-09-20
17,500124,76630,2010-09-22
19,500124,393188,2010-09-24
20,500124,393188,2010-09-25
21,500124,393188,2010-09-26
22,500124,393188,2010-09-27
23,500124,393188,2010-09-28
24,500124,76630,2010-09-29
26,500124,393188,2010-10-01
27,500124,393188,2010-10-02
28,500124,70611,2010-10-03
29,500124,393188,2010-10-04
31,500124,393188,2010-10-06
33,500124,76630,2010-10-08
34,500124,393188,2010-10-09
35,500124,393188,2010-10-10
36,500124,393188,2010-10-11
37,500124,393188,2010-10-12
38,500124,393188,2010-10-13
40,500124,393188,2010-10-15
41,500124,393188,2010-10-16
42,500124,393188,2010-10-17
43,500124,76630,2010-10-18
44,500124,393188,2010-10-19
45,500124,76630,2010-10-20
47,500124,393188,2010-10-22
48,500124,393188,2010-10-23
49,500124,393188,2010-10-24
50,500124,393188,2010-10-25
51,500124,393188,2010-10-26
52,500124,76630,2010-10-27
55,500124,393188,2010-10-30
56,500124,393188,2010-10-31
57,500124,393188,2010-11-01
58,500124,393188,2010-11-02
59,500124,393188,2010-11-03
61,500124,393188,2010-11-05
62,500124,393188,2010-11-06
63,500124,76630,2010-11-07
64,500124,393188,2010-11-08
65,500124,393188,2010-11-09
66,500124,393188,2010-11-10
68,500124,393188,2010-11-12
69,500124,393188,2010-11-13
70,500124,393188,2010-11-14
2,603910,70668,2010-09-07
3,603910,70668,2010-09-08
4,603910,70668,2010-09-09
5,603910,70668,2010-09-10
9,603910,70668,2010-09-14
10,603910,70668,2010-09-15
11,603910,70668,2010-09-16
14,603910,70668,2010-09-19
15,603910,70668,2010-09-20
16,603910,70668,2010-09-21
17,603910,70668,2010-09-22
18,603910,70668,2010-09-23
21,603910,70668,2010-09-26
22,603910,70668,2010-09-27
23,603910,70668,2010-09-28
24,603910,70668,2010-09-29
25,603910,70668,2010-09-30
28,603910,70668,2010-10-03
28,603910,70668,2010-10-03
29,603910,70668,2010-10-04
30,603910,70668,2010-10-05
31,603910,70668,2010-10-06
32,603910,70668,2010-10-07
35,603910,70668,2010-10-10
36,603910,70668,2010-10-11
37,603910,393191,2010-10-12
38,603910,70668,2010-10-13
42,603910,70668,2010-10-17
43,603910,70668,2010-10-18
44,603910,70668,2010-10-19
45,603910,70668,2010-10-20
46,603910,70668,2010-10-21
49,603910,393191,2010-10-24
50,603910,70668,2010-10-25
51,603910,70668,2010-10-26
52,603910,70668,2010-10-27
53,603910,70668,2010-10-28
56,603910,70668,2010-10-31
57,603910,70668,2010-11-01
58,603910,70668,2010-11-02
59,603910,70668,2010-11-03
60,603910,70668,2010-11-04
64,603910,70668,2010-11-08
65,603910,70668,2010-11-09
66,603910,70668,2010-11-10
67,603910,70668,2010-11-11
70,603910,70668,2010-11-14
2,602746,393197,2010-09-07
3,602746,393197,2010-09-08
4,602746,393197,2010-09-09
5,602746,393197,2010-09-10
6,602746,393197,2010-09-11
7,602746,393197,2010-09-12
8,602746,393197,2010-09-13
8,602746,393197,2010-09-13
9,602746,393197,2010-09-14
10,602746,393197,2010-09-15
10,602746,76625,2010-09-15
13,602746,393197,2010-09-18
14,602746,393197,2010-09-19
15,602746,393197,2010-09-20
15,602746,393197,2010-09-20
16,602746,94609,2010-09-21
17,602746,393197,2010-09-22
19,602746,94609,2010-09-24
20,602746,393197,2010-09-25
21,602746,76625,2010-09-26
22,602746,393197,2010-09-27
22,602746,393197,2010-09-27
23,602746,393197,2010-09-28
24,602746,94609,2010-09-29
24,602746,393197,2010-09-29
25,602746,94609,2010-09-30
26,602746,393197,2010-10-01
27,602746,393197,2010-10-02
28,602746,393197,2010-10-03
29,602746,94609,2010-10-04
30,602746,393197,2010-10-05
31,602746,94609,2010-10-06
34,602746,393197,2010-10-09
35,602746,393197,2010-10-10
36,602746,94609,2010-10-11
37,602746,94609,2010-10-12
38,602746,393197,2010-10-13
38,602746,393197,2010-10-13
39,602746,94609,2010-10-14
40,602746,94609,2010-10-15
41,602746,393197,2010-10-16
42,602746,393197,2010-10-17
43,602746,393197,2010-10-18
44,602746,393197,2010-10-19
45,602746,393197,2010-10-20
46,602746,393197,2010-10-21
47,602746,393197,2010-10-22
48,602746,393197,2010-10-23
49,602746,393197,2010-10-24
50,602746,393197,2010-10-25
51,602746,94609,2010-10-26
52,602746,393197,2010-10-27
53,602746,94609,2010-10-28
55,602746,393197,2010-10-30
56,602746,393197,2010-10-31
57,602746,393197,2010-11-01
58,602746,94609,2010-11-02
59,602746,393197,2010-11-03
60,602746,94609,2010-11-04
62,602746,393197,2010-11-06
63,602746,94609,2010-11-07
64,602746,94609,2010-11-08
65,602746,393197,2010-11-09
66,602746,393197,2010-11-10
67,602746,393197,2010-11-11
69,602746,393197,2010-11-13
70,602746,393197,2010-11-14
45,9999,393204,2010-10-20
46,9999,393204,2010-10-21
50,9999,393204,2010-10-25
51,9999,393204,2010-10-26
52,9999,393204,2010-10-27
53,9999,393204,2010-10-28
54,9999,393204,2010-10-29
57,9999,393204,2010-11-01
58,9999,393204,2010-11-02
65,9999,70687,2010-11-09
67,9999,393204,2010-11-11
2,603124,70660,2010-09-07
3,603124,70694,2010-09-08
5,603124,74644,2010-09-10
6,603124,74644,2010-09-11
7,603124,74644,2010-09-12
8,603124,74644,2010-09-13
9,603124,74644,2010-09-14
12,603124,74644,2010-09-17
13,603124,70660,2010-09-18
14,603124,74644,2010-09-19
15,603124,74644,2010-09-20
16,603124,74644,2010-09-21
19,603124,74644,2010-09-24
20,603124,70660,2010-09-25
21,603124,74644,2010-09-26
22,603124,74644,2010-09-27
23,603124,74644,2010-09-28
26,603124,74644,2010-10-01
27,603124,74644,2010-10-02
28,603124,74644,2010-10-03
29,603124,74644,2010-10-04
30,603124,74644,2010-10-05
33,603124,74644,2010-10-08
34,603124,74644,2010-10-09
35,603124,70660,2010-10-10
36,603124,74644,2010-10-11
37,603124,74644,2010-10-12
40,603124,74644,2010-10-15
41,603124,74644,2010-10-16
42,603124,74644,2010-10-17
43,603124,70694,2010-10-18
44,603124,74644,2010-10-19
48,603124,74644,2010-10-23
49,603124,74644,2010-10-24
50,603124,74644,2010-10-25
51,603124,74644,2010-10-26
54,603124,70694,2010-10-29
55,603124,74644,2010-10-30
56,603124,74644,2010-10-31
57,603124,70660,2010-11-01
58,603124,74644,2010-11-02
61,603124,74644,2010-11-05
62,603124,74644,2010-11-06
63,603124,74644,2010-11-07
64,603124,74644,2010-11-08
65,603124,74644,2010-11-09
68,603124,74644,2010-11-12
69,603124,74644,2010-11-13
70,603124,74644,2010-11-14
1,601092,393193,2010-09-06
1,601092,1078,2010-09-06
2,601092,1078,2010-09-07
3,601092,393193,2010-09-08
3,601092,1078,2010-09-08
4,601092,1078,2010-09-09
5,601092,1078,2010-09-10
8,601092,1078,2010-09-13
8,601092,1078,2010-09-13
9,601092,393193,2010-09-14
10,601092,393193,2010-09-15
10,601092,1078,2010-09-15
11,601092,1078,2010-09-16
12,601092,393193,2010-09-17
15,601092,1078,2010-09-20
15,601092,1078,2010-09-20
16,601092,1078,2010-09-21
16,601092,1078,2010-09-21
17,601092,1078,2010-09-22
18,601092,1078,2010-09-23
19,601092,393193,2010-09-24
22,601092,70688,2010-09-27
22,601092,393193,2010-09-27
23,601092,1078,2010-09-28
23,601092,1078,2010-09-28
24,601092,393193,2010-09-29
24,601092,393193,2010-09-29
25,601092,1078,2010-09-30
26,601092,70688,2010-10-01
26,601092,393193,2010-10-01
29,601092,1078,2010-10-04
29,601092,1078,2010-10-04
30,601092,70612,2010-10-05
30,601092,1078,2010-10-05
31,601092,393193,2010-10-06
31,601092,1078,2010-10-06
32,601092,1078,2010-10-07
33,601092,393193,2010-10-08
36,601092,70688,2010-10-11
36,601092,1078,2010-10-11
37,601092,70688,2010-10-12
37,601092,1078,2010-10-12
38,601092,1078,2010-10-13
39,601092,1078,2010-10-14
40,601092,1078,2010-10-15
40,601092,1078,2010-10-15
43,601092,393193,2010-10-18
43,601092,1078,2010-10-18
43,601092,70688,2010-10-18
44,601092,1078,2010-10-19
44,601092,1078,2010-10-19
46,601092,393193,2010-10-21
47,601092,393193,2010-10-22
47,601092,1078,2010-10-22
48,601092,393193,2010-10-23
50,601092,393193,2010-10-25
50,601092,393193,2010-10-25
50,601092,70688,2010-10-25
51,601092,1078,2010-10-26
52,601092,1078,2010-10-27
53,601092,1078,2010-10-28
53,601092,70688,2010-10-28
54,601092,70688,2010-10-29
57,601092,393193,2010-11-01
57,601092,1078,2010-11-01
58,601092,1078,2010-11-02
59,601092,1078,2010-11-03
60,601092,1078,2010-11-04
60,601092,1078,2010-11-04
61,601092,393193,2010-11-05
64,601092,393193,2010-11-08
64,601092,1078,2010-11-08
64,601092,70688,2010-11-08
65,601092,393193,2010-11-09
65,601092,393193,2010-11-09
66,601092,393193,2010-11-10
67,601092,1078,2010-11-11
68,601092,1078,2010-11-12
68,601092,70688,2010-11-12
70,604992,4020,2010-11-14
2,601093,93614,2010-09-07
2,601093,393183,2010-09-07
3,601093,93614,2010-09-08
3,601093,93616,2010-09-08
4,601093,393183,2010-09-09
5,601093,93614,2010-09-10
7,601093,93614,2010-09-12
8,601093,93614,2010-09-13
8,601093,93616,2010-09-13
9,601093,93614,2010-09-14
10,601093,393183,2010-09-15
11,601093,393183,2010-09-16
14,601093,93614,2010-09-19
15,601093,93614,2010-09-20
16,601093,93614,2010-09-21
17,601093,93614,2010-09-22
18,601093,393183,2010-09-23
19,601093,393183,2010-09-24
21,601093,93614,2010-09-26
22,601093,93614,2010-09-27
22,601093,93614,2010-09-27
23,601093,93614,2010-09-28
24,601093,393183,2010-09-29
25,601093,393183,2010-09-30
28,601093,93614,2010-10-03
29,601093,93614,2010-10-04
29,601093,93614,2010-10-04
30,601093,70667,2010-10-05
31,601093,93614,2010-10-06
32,601093,93614,2010-10-07
38,601093,93614,2010-10-13
39,601093,393183,2010-10-14
42,601093,393183,2010-10-17
43,601093,93614,2010-10-18
43,601093,93614,2010-10-18
44,601093,93614,2010-10-19
44,601093,93614,2010-10-19
45,601093,93616,2010-10-20
46,601093,393183,2010-10-21
47,601093,393183,2010-10-22
49,601093,93614,2010-10-24
50,601093,93614,2010-10-25
50,601093,93614,2010-10-25
51,601093,93614,2010-10-26
52,601093,93614,2010-10-27
53,601093,393183,2010-10-28
54,601093,93614,2010-10-29
56,601093,93614,2010-10-31
57,601093,372433,2010-11-01
58,601093,93614,2010-11-02
59,601093,93614,2010-11-03
60,601093,393183,2010-11-04
63,601093,393183,2010-11-07
64,601093,93614,2010-11-08
65,601093,93614,2010-11-09
66,601093,93614,2010-11-10
67,601093,93614,2010-11-11
70,601093,93616,2010-11-14
1,601090,1078,2010-09-06
2,601090,372432,2010-09-07
5,601090,70697,2010-09-10
6,601090,372432,2010-09-11
6,601090,70697,2010-09-11
7,601090,372432,2010-09-12
8,601090,372432,2010-09-13
9,601090,372432,2010-09-14
12,601090,1078,2010-09-17
13,601090,372432,2010-09-18
13,601090,393184,2010-09-18
14,601090,372432,2010-09-19
15,601090,372432,2010-09-20
16,601090,372432,2010-09-21
19,601090,372432,2010-09-24
20,601090,372432,2010-09-25
20,601090,70665,2010-09-25
21,601090,372432,2010-09-26
22,601090,372432,2010-09-27
23,601090,372432,2010-09-28
26,601090,372432,2010-10-01
27,601090,372432,2010-10-02
27,601090,393184,2010-10-02
28,601090,372432,2010-10-03
29,601090,372432,2010-10-04
30,601090,372432,2010-10-05
33,601090,393184,2010-10-08
34,601090,372432,2010-10-09
34,601090,393184,2010-10-09
35,601090,372432,2010-10-10
36,601090,372432,2010-10-11
37,601090,372432,2010-10-12
40,601090,393184,2010-10-15
41,601090,372432,2010-10-16
41,601090,372432,2010-10-16
42,601090,372432,2010-10-17
43,601090,372432,2010-10-18
44,601090,372432,2010-10-19
47,601090,372432,2010-10-22
48,601090,372432,2010-10-23
48,601090,372432,2010-10-23
49,601090,372432,2010-10-24
50,601090,372432,2010-10-25
51,601090,372432,2010-10-26
54,601090,372432,2010-10-29
55,601090,372432,2010-10-30
55,601090,393184,2010-10-30
56,601090,372432,2010-10-31
56,601090,393184,2010-10-31
57,601090,372432,2010-11-01
58,601090,70697,2010-11-02
61,601090,372432,2010-11-05
62,601090,372432,2010-11-06
62,601090,393184,2010-11-06
63,601090,372432,2010-11-07
64,601090,372432,2010-11-08
65,601090,372432,2010-11-09
68,601090,372432,2010-11-12
69,601090,393184,2010-11-13
69,601090,372432,2010-11-13
70,601090,372432,2010-11-14
70,601090,393184,2010-11-14
70,601090,4017,2010-11-14
65,604995,992,2010-11-09
66,604995,992,2010-11-10
69,604995,992,2010-11-13
70,604995,992,2010-11-14
64,604994,4016,2010-11-08
66,604994,4016,2010-11-10
67,604994,4016,2010-11-11
68,604994,4004,2010-11-12
64,604997,93613,2010-11-08
65,604997,93613,2010-11-09
66,604997,93613,2010-11-10
67,604997,93613,2010-11-11
68,604997,93613,2010-11-12
69,604997,93613,2010-11-13
2,603333,76625,2010-09-07
3,603333,76625,2010-09-08
4,603333,76625,2010-09-09
5,603333,76625,2010-09-10
8,603333,76625,2010-09-13
9,603333,76625,2010-09-14
10,603333,76625,2010-09-15
11,603333,76625,2010-09-16
15,603333,76625,2010-09-20
16,603333,76625,2010-09-21
17,603333,76625,2010-09-22
18,603333,76625,2010-09-23
19,603333,76625,2010-09-24
22,603333,76625,2010-09-27
23,603333,76625,2010-09-28
24,603333,76625,2010-09-29
25,603333,76625,2010-09-30
29,603333,76625,2010-10-04
30,603333,76625,2010-10-05
31,603333,76625,2010-10-06
32,603333,76625,2010-10-07
36,603333,76625,2010-10-11
37,603333,76625,2010-10-12
38,603333,76625,2010-10-13
39,603333,76625,2010-10-14
40,603333,76625,2010-10-15
43,603333,76625,2010-10-18
44,603333,76625,2010-10-19
45,603333,76625,2010-10-20
46,603333,76625,2010-10-21
50,603333,76625,2010-10-25
51,603333,76625,2010-10-26
52,603333,76625,2010-10-27
53,603333,76625,2010-10-28
57,603333,76625,2010-11-01
58,603333,76625,2010-11-02
59,603333,76625,2010-11-03
60,603333,76625,2010-11-04
61,603333,76625,2010-11-05
64,603333,76625,2010-11-08
65,603333,76625,2010-11-09
66,603333,76625,2010-11-10
67,603333,76625,2010-11-11
68,603333,76625,2010-11-12
64,604996,393177,2010-11-08
65,604996,393177,2010-11-09
68,604996,393177,2010-11-12
69,604996,393177,2010-11-13
64,604999,4005,2010-11-08
65,604999,4005,2010-11-09
66,604999,4005,2010-11-10
69,604999,4005,2010-11-13
70,604999,4005,2010-11-14
2,501001,70688,2010-09-07
3,501001,70688,2010-09-08
4,501001,70688,2010-09-09
7,501001,70652,2010-09-12
8,501001,70688,2010-09-13
9,501001,70688,2010-09-14
